AQI,City,Date
91.0,Chennai,2019-06-14
89.0,Chennai,2019-06-15
87.0,Chennai,2019-06-16
80.0,Chennai,2019-06-17
108.0,Chennai,2019-06-18
91.0,Chennai,2019-06-19
88.0,Chennai,2019-06-20
92.0,Chennai,2019-06-21
96.0,Chennai,2019-06-22
109.0,Chennai,2019-06-23
101.0,Chennai,2019-06-24
129.0,Chennai,2019-06-25
179.0,Chennai,2019-06-26
69.0,Chennai,2019-06-27
78.0,Chennai,2019-06-28
106.0,Chennai,2019-06-29
123.0,Chennai,2019-06-30
125.0,Chennai,2019-07-01
73.0,Chennai,2019-07-02
174.0,Chennai,2019-07-03
84.0,Chennai,2019-07-04
134.0,Chennai,2019-07-05
85.0,Chennai,2019-07-06
77.0,Chennai,2019-07-07
88.0,Chennai,2019-07-08
92.0,Chennai,2019-07-09
92.0,Chennai,2019-07-10
76.0,Chennai,2019-07-11
81.0,Chennai,2019-07-12
94.0,Chennai,2019-07-13
80.0,Chennai,2019-07-14
99.0,Chennai,2019-07-15
80.0,Chennai,2019-07-16
77.0,Chennai,2019-07-17
85.0,Chennai,2019-07-18
74.0,Chennai,2019-07-19
84.0,Chennai,2019-07-20
87.0,Chennai,2019-07-21
70.0,Chennai,2019-07-22
73.0,Chennai,2019-07-23
73.0,Chennai,2019-07-24
94.0,Chennai,2019-07-25
85.0,Chennai,2019-07-26
66.0,Chennai,2019-07-27
83.0,Chennai,2019-07-28
77.0,Chennai,2019-07-29
74.0,Chennai,2019-07-30
114.0,Chennai,2019-07-31
105.0,Chennai,2019-08-01
129.0,Chennai,2019-08-02
130.0,Chennai,2019-08-03
126.0,Chennai,2019-08-04
105.0,Chennai,2019-08-05
110.0,Chennai,2019-08-06
65.0,Chennai,2019-08-07
84.0,Chennai,2019-08-08
70.0,Chennai,2019-08-09
74.0,Chennai,2019-08-10
76.0,Chennai,2019-08-11
112.0,Chennai,2019-08-12
80.0,Chennai,2019-08-13
106.0,Chennai,2019-08-14
105.0,Chennai,2019-08-15
110.0,Chennai,2019-08-16
82.0,Chennai,2019-08-17
69.0,Chennai,2019-08-18
58.0,Chennai,2019-08-19
68.0,Chennai,2019-08-20
77.0,Chennai,2019-08-21
82.0,Chennai,2019-08-22
52.0,Chennai,2019-08-23
48.0,Chennai,2019-08-24
47.0,Chennai,2019-08-25
57.0,Chennai,2019-08-26
48.0,Chennai,2019-08-27
104.0,Chennai,2019-08-28
51.0,Chennai,2019-08-29
101.0,Chennai,2019-08-30
121.0,Chennai,2019-08-31
122.0,Chennai,2019-09-01
108.0,Chennai,2019-09-02
100.0,Chennai,2019-09-03
146.0,Chennai,2019-09-04
70.0,Chennai,2019-09-05
75.0,Chennai,2019-09-06
105.0,Chennai,2019-09-07
76.0,Chennai,2019-09-08
76.0,Chennai,2019-09-09
111.0,Chennai,2019-09-10
150.0,Chennai,2019-09-11
103.0,Chennai,2019-09-12
78.0,Chennai,2019-09-13
81.0,Chennai,2019-09-14
89.0,Chennai,2019-09-15
100.0,Chennai,2019-09-16
96.0,Chennai,2019-09-17
105.0,Chennai,2019-09-18
95.0,Chennai,2019-09-19
120.0,Chennai,2019-09-20
106.0,Chennai,2019-09-21
126.0,Chennai,2019-09-22
135.0,Chennai,2019-09-23
114.0,Chennai,2019-09-24
93.0,Chennai,2019-09-25
99.0,Chennai,2019-09-26
103.0,Chennai,2019-09-27
105.0,Chennai,2019-09-28
116.0,Chennai,2019-09-29
106.0,Chennai,2019-09-30
109.0,Chennai,2019-10-01
122.0,Chennai,2019-10-02
110.0,Chennai,2019-10-03
72.0,Chennai,2019-10-04
78.0,Chennai,2019-10-05
145.0,Chennai,2019-10-06
108.0,Chennai,2019-10-07
141.0,Chennai,2019-10-08
114.0,Chennai,2019-10-09
92.0,Chennai,2019-10-10
87.0,Chennai,2019-10-11
92.0,Chennai,2019-10-12
89.0,Chennai,2019-10-13
86.0,Chennai,2019-10-14
75.0,Chennai,2019-10-15
64.0,Chennai,2019-10-16
61.0,Chennai,2019-10-17
80.0,Chennai,2019-10-18
75.0,Chennai,2019-10-19
73.0,Chennai,2019-10-20
71.0,Chennai,2019-10-21
69.0,Chennai,2019-10-22
81.0,Chennai,2019-10-23
67.0,Chennai,2019-10-24
86.0,Chennai,2019-10-25
121.0,Chennai,2019-10-26
102.0,Chennai,2019-10-27
208.0,Chennai,2019-10-28
83.0,Chennai,2019-10-29
84.0,Chennai,2019-10-30
141.0,Chennai,2019-10-31
133.0,Chennai,2019-11-01
76.0,Chennai,2019-11-02
91.0,Chennai,2019-11-03
102.0,Chennai,2019-11-04
102.0,Chennai,2019-11-05
102.0,Chennai,2019-11-06
102.0,Chennai,2019-11-07
102.0,Chennai,2019-11-08
102.0,Chennai,2019-11-09
102.0,Chennai,2019-11-10
192.0,Chennai,2019-11-11
77.0,Chennai,2019-11-12
76.0,Chennai,2019-11-13
92.0,Chennai,2019-11-14
84.0,Chennai,2019-11-15
57.0,Chennai,2019-11-16
122.0,Chennai,2019-11-17
90.0,Chennai,2019-11-18
63.0,Chennai,2019-11-19
47.0,Chennai,2019-11-20
56.0,Chennai,2019-11-21
60.0,Chennai,2019-11-22
64.0,Chennai,2019-11-23
110.0,Chennai,2019-11-24
86.0,Chennai,2019-11-25
77.0,Chennai,2019-11-26
80.0,Chennai,2019-11-27
63.0,Chennai,2019-11-28
53.0,Chennai,2019-11-29
48.0,Chennai,2019-11-30
60.0,Chennai,2019-12-01
49.0,Chennai,2019-12-02
56.0,Chennai,2019-12-03
71.0,Chennai,2019-12-04
93.0,Chennai,2019-12-05
107.0,Chennai,2019-12-06
76.0,Chennai,2019-12-07
69.0,Chennai,2019-12-08
61.0,Chennai,2019-12-09
56.0,Chennai,2019-12-10
72.0,Chennai,2019-12-11
62.0,Chennai,2019-12-12
52.0,Chennai,2019-12-13
68.0,Chennai,2019-12-14
70.0,Chennai,2019-12-15
59.0,Chennai,2019-12-16
62.0,Chennai,2019-12-17
92.0,Chennai,2019-12-18
83.0,Chennai,2019-12-19
106.0,Chennai,2019-12-20
126.0,Chennai,2019-12-21
134.0,Chennai,2019-12-22
92.0,Chennai,2019-12-23
99.0,Chennai,2019-12-24
99.0,Chennai,2019-12-25
110.0,Chennai,2019-12-26
77.0,Chennai,2019-12-27
65.0,Chennai,2019-12-28
92.0,Chennai,2019-12-29
83.0,Chennai,2019-12-30
84.0,Chennai,2019-12-31
70.0,Chennai,2020-01-01
57.0,Chennai,2020-01-02
74.0,Chennai,2020-01-03
64.0,Chennai,2020-01-04
62.0,Chennai,2020-01-05
61.0,Chennai,2020-01-06
55.0,Chennai,2020-01-07
73.0,Chennai,2020-01-08
79.0,Chennai,2020-01-09
74.0,Chennai,2020-01-10
72.0,Chennai,2020-01-11
83.0,Chennai,2020-01-12
140.0,Chennai,2020-01-13
102.0,Chennai,2020-01-14
168.0,Chennai,2020-01-15
74.0,Chennai,2020-01-16
62.0,Chennai,2020-01-17
65.0,Chennai,2020-01-18
67.0,Chennai,2020-01-19
69.0,Chennai,2020-01-20
85.0,Chennai,2020-01-21
93.0,Chennai,2020-01-22
104.0,Chennai,2020-01-23
123.0,Chennai,2020-01-24
110.0,Chennai,2020-01-25
87.0,Chennai,2020-01-26
78.0,Chennai,2020-01-27
85.0,Chennai,2020-01-28
84.0,Chennai,2020-01-29
87.0,Chennai,2020-01-30
78.0,Chennai,2020-01-31
63.0,Chennai,2020-02-01
55.0,Chennai,2020-02-02
63.0,Chennai,2020-02-03
74.0,Chennai,2020-02-04
94.0,Chennai,2020-02-05
89.0,Chennai,2020-02-06
75.0,Chennai,2020-02-07
64.0,Chennai,2020-02-08
61.0,Chennai,2020-02-09
58.0,Chennai,2020-02-10
69.0,Chennai,2020-02-11
81.0,Chennai,2020-02-12
93.0,Chennai,2020-02-13
118.0,Chennai,2020-02-14
121.0,Chennai,2020-02-15
82.0,Chennai,2020-02-16
72.0,Chennai,2020-02-17
85.0,Chennai,2020-02-18
84.0,Chennai,2020-02-19
77.0,Chennai,2020-02-20
75.0,Chennai,2020-02-21
76.0,Chennai,2020-02-22
65.0,Chennai,2020-02-23
77.0,Chennai,2020-02-24
81.0,Chennai,2020-02-25
84.0,Chennai,2020-02-26
83.0,Chennai,2020-02-27
75.0,Chennai,2020-02-28
72.0,Chennai,2020-02-29
80.0,Chennai,2020-03-01
76.0,Chennai,2020-03-02
96.0,Chennai,2020-03-03
84.0,Chennai,2020-03-04
77.0,Chennai,2020-03-05
61.0,Chennai,2020-03-06
69.0,Chennai,2020-03-07
57.0,Chennai,2020-03-08
65.0,Chennai,2020-03-09
61.0,Chennai,2020-03-10
76.0,Chennai,2020-03-11
65.0,Chennai,2020-03-12
72.0,Chennai,2020-03-13
74.0,Chennai,2020-03-14
79.0,Chennai,2020-03-15
66.0,Chennai,2020-03-16
76.0,Chennai,2020-03-17
92.0,Chennai,2020-03-18
88.0,Chennai,2020-03-19
95.0,Chennai,2020-03-20
80.0,Chennai,2020-03-21
71.0,Chennai,2020-03-22
73.0,Chennai,2020-03-23
57.0,Chennai,2020-03-24
58.0,Chennai,2020-03-25
54.0,Chennai,2020-03-26
59.0,Chennai,2020-03-27
55.0,Chennai,2020-03-28
53.0,Chennai,2020-03-29
50.0,Chennai,2020-03-30
60.0,Chennai,2020-03-31
75.0,Chennai,2020-04-01
74.0,Chennai,2020-04-02
72.0,Chennai,2020-04-03
67.0,Chennai,2020-04-04
66.0,Chennai,2020-04-05
57.0,Chennai,2020-04-06
55.0,Chennai,2020-04-07
55.0,Chennai,2020-04-08
55.0,Chennai,2020-04-09
80.0,Chennai,2020-04-10
60.0,Chennai,2020-04-11
59.0,Chennai,2020-04-12
64.0,Chennai,2020-04-13
65.0,Chennai,2020-04-14
62.0,Chennai,2020-04-15
65.0,Chennai,2020-04-16
65.0,Chennai,2020-04-17
56.0,Chennai,2020-04-18
59.0,Chennai,2020-04-19
59.0,Chennai,2020-04-20
61.0,Chennai,2020-04-21
60.0,Chennai,2020-04-22
56.0,Chennai,2020-04-23
58.0,Chennai,2020-04-24
67.0,Chennai,2020-04-25
66.0,Chennai,2020-04-26
60.0,Chennai,2020-04-27
68.0,Chennai,2020-04-28
69.0,Chennai,2020-04-29
70.0,Chennai,2020-04-30
71.0,Chennai,2020-05-01
70.0,Chennai,2020-05-02
71.0,Chennai,2020-05-03
66.0,Chennai,2020-05-04
81.0,Chennai,2020-05-05
78.0,Chennai,2020-05-06
73.0,Chennai,2020-05-07
76.0,Chennai,2020-05-08
65.0,Chennai,2020-05-09
69.0,Chennai,2020-05-10
66.0,Chennai,2020-05-11
68.0,Chennai,2020-05-12
69.0,Chennai,2020-05-13
77.0,Chennai,2020-05-14
70.0,Chennai,2020-05-15
82.0,Chennai,2020-05-16
68.0,Chennai,2020-05-17
76.0,Chennai,2020-05-18
82.0,Chennai,2020-05-19
90.0,Chennai,2020-05-20
92.0,Chennai,2020-05-21
102.0,Chennai,2020-05-22
77.0,Chennai,2020-05-23
81.0,Chennai,2020-05-24
79.0,Chennai,2020-05-25
79.0,Chennai,2020-05-26
77.0,Chennai,2020-05-27
79.0,Chennai,2020-05-28
112.0,Chennai,2020-05-29
105.0,Chennai,2020-05-30
88.0,Chennai,2020-05-31
101.0,Chennai,2020-06-01
95.0,Chennai,2020-06-02
76.0,Chennai,2020-06-03
99.0,Chennai,2020-06-04
81.0,Chennai,2020-06-05
92.0,Chennai,2020-06-06
128.0,Chennai,2020-06-07
85.0,Chennai,2020-06-08
87.0,Chennai,2020-06-09
80.0,Chennai,2020-06-10
106.0,Chennai,2020-06-11
169.0,Chennai,2020-06-12
112.0,Chennai,2020-06-13
80.0,Chennai,2020-06-14
79.0,Chennai,2020-06-15
86.0,Chennai,2020-06-16
96.0,Chennai,2020-06-17
112.0,Chennai,2020-06-18
109.0,Chennai,2020-06-19
152.0,Chennai,2020-06-20
140.0,Chennai,2020-06-21
106.0,Chennai,2020-06-22
109.0,Chennai,2020-06-23
102.0,Chennai,2020-06-24
108.0,Chennai,2020-06-25
95.0,Chennai,2020-06-26
95.0,Chennai,2020-06-27
98.0,Chennai,2020-06-28
104.0,Chennai,2020-06-29
110.0,Chennai,2020-06-30
92.0,Chennai,2020-07-01
472.0,Delhi,2015-01-01
454.0,Delhi,2015-01-02
143.0,Delhi,2015-01-03
319.0,Delhi,2015-01-04
325.0,Delhi,2015-01-05
318.0,Delhi,2015-01-06
353.0,Delhi,2015-01-07
383.0,Delhi,2015-01-08
375.0,Delhi,2015-01-09
376.0,Delhi,2015-01-10
379.0,Delhi,2015-01-11
375.0,Delhi,2015-01-12
366.0,Delhi,2015-01-13
353.0,Delhi,2015-01-14
340.0,Delhi,2015-01-15
356.0,Delhi,2015-01-16
360.0,Delhi,2015-01-17
370.0,Delhi,2015-01-18
362.0,Delhi,2015-01-19
340.0,Delhi,2015-01-20
338.0,Delhi,2015-01-21
332.0,Delhi,2015-01-22
254.0,Delhi,2015-01-23
324.0,Delhi,2015-01-24
333.0,Delhi,2015-01-25
292.0,Delhi,2015-01-26
318.0,Delhi,2015-01-27
295.0,Delhi,2015-01-28
327.0,Delhi,2015-01-29
345.0,Delhi,2015-01-30
334.0,Delhi,2015-01-31
358.0,Delhi,2015-02-01
349.0,Delhi,2015-02-02
334.0,Delhi,2015-02-03
313.0,Delhi,2015-02-04
262.0,Delhi,2015-02-05
303.0,Delhi,2015-02-06
329.0,Delhi,2015-02-07
323.0,Delhi,2015-02-08
266.0,Delhi,2015-02-09
319.0,Delhi,2015-02-10
334.0,Delhi,2015-02-11
342.0,Delhi,2015-02-12
341.0,Delhi,2015-02-13
377.0,Delhi,2015-02-14
391.0,Delhi,2015-02-15
358.0,Delhi,2015-02-16
327.0,Delhi,2015-02-17
365.0,Delhi,2015-02-18
352.0,Delhi,2015-02-19
317.0,Delhi,2015-02-20
320.0,Delhi,2015-02-21
279.0,Delhi,2015-02-22
281.0,Delhi,2015-02-23
354.0,Delhi,2015-02-24
340.0,Delhi,2015-02-25
323.0,Delhi,2015-02-26
315.0,Delhi,2015-02-27
310.0,Delhi,2015-02-28
324.0,Delhi,2015-03-01
226.0,Delhi,2015-03-02
266.0,Delhi,2015-03-03
200.0,Delhi,2015-03-04
275.0,Delhi,2015-03-05
322.0,Delhi,2015-03-06
216.0,Delhi,2015-03-07
108.0,Delhi,2015-03-08
197.0,Delhi,2015-03-09
238.0,Delhi,2015-03-10
274.0,Delhi,2015-03-11
315.0,Delhi,2015-03-12
307.0,Delhi,2015-03-13
208.0,Delhi,2015-03-14
165.0,Delhi,2015-03-15
188.0,Delhi,2015-03-16
217.0,Delhi,2015-03-17
191.0,Delhi,2015-03-18
240.0,Delhi,2015-03-19
229.0,Delhi,2015-03-20
248.0,Delhi,2015-03-21
204.0,Delhi,2015-03-22
271.0,Delhi,2015-03-23
290.0,Delhi,2015-03-24
340.0,Delhi,2015-03-25
358.0,Delhi,2015-03-26
287.0,Delhi,2015-03-27
323.0,Delhi,2015-03-28
360.0,Delhi,2015-03-29
268.0,Delhi,2015-03-30
283.0,Delhi,2015-03-31
309.0,Delhi,2015-04-01
249.0,Delhi,2015-04-02
245.0,Delhi,2015-04-03
229.0,Delhi,2015-04-04
234.0,Delhi,2015-04-05
343.0,Delhi,2015-04-06
262.0,Delhi,2015-04-07
308.0,Delhi,2015-04-08
293.0,Delhi,2015-04-09
290.0,Delhi,2015-04-10
375.0,Delhi,2015-04-11
293.0,Delhi,2015-04-12
247.0,Delhi,2015-04-13
232.0,Delhi,2015-04-14
316.0,Delhi,2015-04-15
295.0,Delhi,2015-04-16
246.0,Delhi,2015-04-17
378.0,Delhi,2015-04-18
406.0,Delhi,2015-04-19
392.0,Delhi,2015-04-20
391.0,Delhi,2015-04-21
368.0,Delhi,2015-04-22
365.0,Delhi,2015-04-23
383.0,Delhi,2015-04-24
367.0,Delhi,2015-04-25
334.0,Delhi,2015-04-26
258.0,Delhi,2015-04-27
234.0,Delhi,2015-04-28
257.0,Delhi,2015-04-29
259.0,Delhi,2015-04-30
279.0,Delhi,2015-05-01
312.0,Delhi,2015-05-02
372.0,Delhi,2015-05-03
387.0,Delhi,2015-05-04
408.0,Delhi,2015-05-05
398.0,Delhi,2015-05-06
403.0,Delhi,2015-05-07
361.0,Delhi,2015-05-08
378.0,Delhi,2015-05-09
381.0,Delhi,2015-05-10
388.0,Delhi,2015-05-11
346.0,Delhi,2015-05-12
328.0,Delhi,2015-05-13
291.0,Delhi,2015-05-14
396.0,Delhi,2015-05-15
297.0,Delhi,2015-05-16
345.0,Delhi,2015-05-17
296.0,Delhi,2015-05-18
319.0,Delhi,2015-05-19
282.0,Delhi,2015-05-20
352.0,Delhi,2015-05-21
338.0,Delhi,2015-05-22
321.0,Delhi,2015-05-23
295.0,Delhi,2015-05-24
344.0,Delhi,2015-05-25
337.0,Delhi,2015-05-26
355.0,Delhi,2015-05-27
371.0,Delhi,2015-05-28
414.0,Delhi,2015-05-29
366.0,Delhi,2015-05-30
346.0,Delhi,2015-05-31
289.0,Delhi,2015-06-01
297.0,Delhi,2015-06-02
268.0,Delhi,2015-06-03
259.0,Delhi,2015-06-04
327.0,Delhi,2015-06-05
384.0,Delhi,2015-06-06
299.0,Delhi,2015-06-07
282.0,Delhi,2015-06-08
442.0,Delhi,2015-06-09
309.0,Delhi,2015-06-10
270.0,Delhi,2015-06-11
239.0,Delhi,2015-06-12
214.0,Delhi,2015-06-13
166.0,Delhi,2015-06-14
234.0,Delhi,2015-06-15
331.0,Delhi,2015-06-16
327.0,Delhi,2015-06-17
313.0,Delhi,2015-06-18
284.0,Delhi,2015-06-19
239.0,Delhi,2015-06-20
149.0,Delhi,2015-06-21
172.0,Delhi,2015-06-22
226.0,Delhi,2015-06-23
261.0,Delhi,2015-06-24
188.0,Delhi,2015-06-25
192.0,Delhi,2015-06-26
207.0,Delhi,2015-06-27
219.0,Delhi,2015-06-28
193.0,Delhi,2015-06-29
170.0,Delhi,2015-06-30
185.0,Delhi,2015-07-01
220.0,Delhi,2015-07-02
225.0,Delhi,2015-07-03
250.0,Delhi,2015-07-04
282.0,Delhi,2015-07-05
298.0,Delhi,2015-07-06
175.0,Delhi,2015-07-07
217.0,Delhi,2015-07-08
234.0,Delhi,2015-07-09
188.0,Delhi,2015-07-10
253.0,Delhi,2015-07-11
198.0,Delhi,2015-07-12
148.0,Delhi,2015-07-13
141.0,Delhi,2015-07-14
218.0,Delhi,2015-07-15
268.0,Delhi,2015-07-16
232.0,Delhi,2015-07-17
204.0,Delhi,2015-07-18
220.0,Delhi,2015-07-19
223.0,Delhi,2015-07-20
218.0,Delhi,2015-07-21
165.0,Delhi,2015-07-22
155.0,Delhi,2015-07-23
154.0,Delhi,2015-07-24
184.0,Delhi,2015-07-25
150.0,Delhi,2015-07-26
125.0,Delhi,2015-07-27
160.0,Delhi,2015-07-28
142.0,Delhi,2015-07-29
181.0,Delhi,2015-07-30
196.0,Delhi,2015-07-31
181.0,Delhi,2015-08-01
213.0,Delhi,2015-08-02
175.0,Delhi,2015-08-03
184.0,Delhi,2015-08-04
228.0,Delhi,2015-08-05
214.0,Delhi,2015-08-06
254.0,Delhi,2015-08-07
258.0,Delhi,2015-08-08
244.0,Delhi,2015-08-09
209.0,Delhi,2015-08-10
283.0,Delhi,2015-08-11
223.0,Delhi,2015-08-12
205.0,Delhi,2015-08-13
252.0,Delhi,2015-08-14
198.0,Delhi,2015-08-15
197.0,Delhi,2015-08-16
184.0,Delhi,2015-08-17
197.0,Delhi,2015-08-18
140.0,Delhi,2015-08-19
232.0,Delhi,2015-08-20
271.0,Delhi,2015-08-21
207.0,Delhi,2015-08-22
127.0,Delhi,2015-08-23
123.0,Delhi,2015-08-24
175.0,Delhi,2015-08-25
245.0,Delhi,2015-08-26
248.0,Delhi,2015-08-27
247.0,Delhi,2015-08-28
292.0,Delhi,2015-08-29
266.0,Delhi,2015-08-30
288.0,Delhi,2015-08-31
210.0,Delhi,2015-09-01
298.0,Delhi,2015-09-02
315.0,Delhi,2015-09-03
368.0,Delhi,2015-09-04
266.0,Delhi,2015-09-05
174.0,Delhi,2015-09-06
199.0,Delhi,2015-09-07
217.0,Delhi,2015-09-08
238.0,Delhi,2015-09-09
230.0,Delhi,2015-09-10
218.0,Delhi,2015-09-11
226.0,Delhi,2015-09-12
202.0,Delhi,2015-09-13
274.0,Delhi,2015-09-14
289.0,Delhi,2015-09-15
235.0,Delhi,2015-09-16
285.0,Delhi,2015-09-17
209.0,Delhi,2015-09-18
132.0,Delhi,2015-09-19
179.0,Delhi,2015-09-20
136.0,Delhi,2015-09-21
104.0,Delhi,2015-09-22
95.0,Delhi,2015-09-23
175.0,Delhi,2015-09-24
290.0,Delhi,2015-09-25
282.0,Delhi,2015-09-26
298.0,Delhi,2015-09-27
240.0,Delhi,2015-09-28
188.0,Delhi,2015-09-29
187.0,Delhi,2015-09-30
230.0,Delhi,2015-10-01
286.0,Delhi,2015-10-02
266.0,Delhi,2015-10-03
369.0,Delhi,2015-10-04
375.0,Delhi,2015-10-05
411.0,Delhi,2015-10-06
383.0,Delhi,2015-10-07
388.0,Delhi,2015-10-08
351.0,Delhi,2015-10-09
320.0,Delhi,2015-10-10
296.0,Delhi,2015-10-11
312.0,Delhi,2015-10-12
260.0,Delhi,2015-10-13
204.0,Delhi,2015-10-14
218.0,Delhi,2015-10-15
356.0,Delhi,2015-10-16
388.0,Delhi,2015-10-17
298.0,Delhi,2015-10-18
392.0,Delhi,2015-10-19
428.0,Delhi,2015-10-20
384.0,Delhi,2015-10-21
292.0,Delhi,2015-10-22
343.0,Delhi,2015-10-23
383.0,Delhi,2015-10-24
374.0,Delhi,2015-10-25
263.0,Delhi,2015-10-26
334.0,Delhi,2015-10-27
333.0,Delhi,2015-10-28
262.0,Delhi,2015-10-29
236.0,Delhi,2015-10-30
340.0,Delhi,2015-10-31
415.0,Delhi,2015-11-01
420.0,Delhi,2015-11-02
407.0,Delhi,2015-11-03
454.0,Delhi,2015-11-04
388.0,Delhi,2015-11-05
276.0,Delhi,2015-11-06
483.0,Delhi,2015-11-07
451.0,Delhi,2015-11-08
378.0,Delhi,2015-11-09
439.0,Delhi,2015-11-10
431.0,Delhi,2015-11-11
421.0,Delhi,2015-11-12
454.0,Delhi,2015-11-13
450.0,Delhi,2015-11-14
367.0,Delhi,2015-11-15
383.0,Delhi,2015-11-16
347.0,Delhi,2015-11-17
369.0,Delhi,2015-11-18
392.0,Delhi,2015-11-19
455.0,Delhi,2015-11-20
450.0,Delhi,2015-11-21
478.0,Delhi,2015-11-22
431.0,Delhi,2015-11-23
440.0,Delhi,2015-11-24
376.0,Delhi,2015-11-25
347.0,Delhi,2015-11-26
343.0,Delhi,2015-11-27
362.0,Delhi,2015-11-28
319.0,Delhi,2015-11-29
425.0,Delhi,2015-11-30
400.0,Delhi,2015-12-01
386.0,Delhi,2015-12-02
385.0,Delhi,2015-12-03
392.0,Delhi,2015-12-04
428.0,Delhi,2015-12-05
394.0,Delhi,2015-12-06
440.0,Delhi,2015-12-07
437.0,Delhi,2015-12-08
431.0,Delhi,2015-12-09
383.0,Delhi,2015-12-10
377.0,Delhi,2015-12-11
379.0,Delhi,2015-12-12
333.0,Delhi,2015-12-13
314.0,Delhi,2015-12-14
174.0,Delhi,2015-12-15
244.0,Delhi,2015-12-16
308.0,Delhi,2015-12-17
320.0,Delhi,2015-12-18
270.0,Delhi,2015-12-19
320.0,Delhi,2015-12-20
313.0,Delhi,2015-12-21
326.0,Delhi,2015-12-22
459.0,Delhi,2015-12-23
314.0,Delhi,2015-12-24
304.0,Delhi,2015-12-25
310.0,Delhi,2015-12-26
370.0,Delhi,2015-12-27
328.0,Delhi,2015-12-28
331.0,Delhi,2015-12-29
412.0,Delhi,2015-12-30
433.0,Delhi,2015-12-31
463.0,Delhi,2016-01-01
465.0,Delhi,2016-01-02
426.0,Delhi,2016-01-03
496.0,Delhi,2016-01-04
528.0,Delhi,2016-01-05
538.0,Delhi,2016-01-06
535.0,Delhi,2016-01-07
603.0,Delhi,2016-01-08
408.0,Delhi,2016-01-09
368.0,Delhi,2016-01-10
404.0,Delhi,2016-01-11
444.0,Delhi,2016-01-12
356.0,Delhi,2016-01-13
397.0,Delhi,2016-01-14
371.0,Delhi,2016-01-15
311.0,Delhi,2016-01-16
321.0,Delhi,2016-01-17
424.0,Delhi,2016-01-18
435.0,Delhi,2016-01-19
455.0,Delhi,2016-01-20
398.0,Delhi,2016-01-21
399.0,Delhi,2016-01-22
469.0,Delhi,2016-01-23
488.0,Delhi,2016-01-24
401.0,Delhi,2016-01-25
446.0,Delhi,2016-01-26
456.0,Delhi,2016-01-27
451.0,Delhi,2016-01-28
501.0,Delhi,2016-01-29
505.0,Delhi,2016-01-30
437.0,Delhi,2016-01-31
305.0,Delhi,2016-02-01
292.0,Delhi,2016-02-02
306.0,Delhi,2016-02-03
300.0,Delhi,2016-02-04
371.0,Delhi,2016-02-05
408.0,Delhi,2016-02-06
343.0,Delhi,2016-02-07
301.0,Delhi,2016-02-08
322.0,Delhi,2016-02-09
368.0,Delhi,2016-02-10
349.0,Delhi,2016-02-11
334.0,Delhi,2016-02-12
333.0,Delhi,2016-02-13
257.0,Delhi,2016-02-14
265.0,Delhi,2016-02-15
297.0,Delhi,2016-02-16
289.0,Delhi,2016-02-17
310.0,Delhi,2016-02-18
366.0,Delhi,2016-02-19
345.0,Delhi,2016-02-20
228.0,Delhi,2016-02-21
213.0,Delhi,2016-02-22
208.0,Delhi,2016-02-23
319.0,Delhi,2016-02-24
315.0,Delhi,2016-02-25
293.0,Delhi,2016-02-26
342.0,Delhi,2016-02-27
338.0,Delhi,2016-02-28
344.0,Delhi,2016-02-29
370.0,Delhi,2016-03-01
365.0,Delhi,2016-03-02
348.0,Delhi,2016-03-03
312.0,Delhi,2016-03-04
214.0,Delhi,2016-03-05
165.0,Delhi,2016-03-06
218.0,Delhi,2016-03-07
230.0,Delhi,2016-03-08
248.0,Delhi,2016-03-09
276.0,Delhi,2016-03-10
213.0,Delhi,2016-03-11
127.0,Delhi,2016-03-12
112.0,Delhi,2016-03-13
111.0,Delhi,2016-03-14
193.0,Delhi,2016-03-15
123.0,Delhi,2016-03-16
194.0,Delhi,2016-03-17
186.0,Delhi,2016-03-18
242.0,Delhi,2016-03-19
267.0,Delhi,2016-03-20
207.0,Delhi,2016-03-21
176.0,Delhi,2016-03-22
189.0,Delhi,2016-03-23
341.0,Delhi,2016-03-24
325.0,Delhi,2016-03-25
259.0,Delhi,2016-03-26
178.0,Delhi,2016-03-27
219.0,Delhi,2016-03-28
206.0,Delhi,2016-03-29
221.0,Delhi,2016-03-30
298.0,Delhi,2016-03-31
316.0,Delhi,2016-04-01
294.0,Delhi,2016-04-02
314.0,Delhi,2016-04-03
334.0,Delhi,2016-04-04
261.0,Delhi,2016-04-05
208.0,Delhi,2016-04-06
289.0,Delhi,2016-04-07
216.0,Delhi,2016-04-08
314.0,Delhi,2016-04-09
262.0,Delhi,2016-04-10
257.0,Delhi,2016-04-11
235.0,Delhi,2016-04-12
239.0,Delhi,2016-04-13
239.0,Delhi,2016-04-14
302.0,Delhi,2016-04-15
296.0,Delhi,2016-04-16
247.0,Delhi,2016-04-17
265.0,Delhi,2016-04-18
301.0,Delhi,2016-04-19
322.0,Delhi,2016-04-20
291.0,Delhi,2016-04-21
292.0,Delhi,2016-04-22
258.0,Delhi,2016-04-23
282.0,Delhi,2016-04-24
271.0,Delhi,2016-04-25
314.0,Delhi,2016-04-26
377.0,Delhi,2016-04-27
390.0,Delhi,2016-04-28
392.0,Delhi,2016-04-29
342.0,Delhi,2016-04-30
297.0,Delhi,2016-05-01
275.0,Delhi,2016-05-02
281.0,Delhi,2016-05-03
309.0,Delhi,2016-05-04
